Competência	Código da terminologia	Nome da terminologia	Código TUSS	Forma de envio	Data de início de vigência	Data de fim de vigência	Data de fim de implantação	Tipo de Ação
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431219	Consolidado	01/06/2019	31/03/2021	31/08/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90431227	Consolidado	01/06/2019	31/03/2021	31/08/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90432088	Consolidado	01/06/2019	31/03/2021	31/08/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90435567	Consolidado	01/10/2019	31/03/2021	31/12/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90435575	Consolidado	01/10/2019	31/03/2021	31/12/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90435966	Consolidado	01/10/2019	31/03/2021	31/12/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90435974	Consolidado	01/10/2019	31/03/2021	31/12/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90438698	Consolidado	01/10/2019	31/03/2021	31/12/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90438701	Consolidado	01/10/2019	31/03/2021	31/12/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439309	Consolidado	01/10/2019	31/03/2021	31/12/2019	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439562	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439570	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439589	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439597	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439740	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90439759	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90440498	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90440501	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90441907	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90442326	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90442334	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90442962	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443411	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443420	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443438	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443446	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443560	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443578	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90443586	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444060	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444078	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444086	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444450	Consolidado	01/01/2020	31/03/2021	31/03/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444604	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90444612	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90445252	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90445783	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90445805	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446496	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446500	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446518	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446895	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90446950	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90449410	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90449428	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450019	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450167	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450175	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450183	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450191	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450310	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450329	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450337	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450485	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90450531	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90451538	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90451546	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90451554	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452348	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452470	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452569	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452577	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452585	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452674	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452682	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90452690	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453034	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453042	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453050	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453069	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453077	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453123	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453190	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453204	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453310	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90453328	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455630	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455673	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455711	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455720	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455738	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455800	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455835	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455916	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455924	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90455975	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456343	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456351	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456556	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456858	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456866	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90457188	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90457196	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90457315	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458354	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458362	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458451	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458460	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458478	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458567	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90459210	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90459393	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90460529	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90461916	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90462416	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90462424	Consolidado	01/06/2020	31/03/2021	31/08/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90465369	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90465601	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90466462	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90470206	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471091	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471105	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471113	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471121	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471130	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471148	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471156	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471164	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471296	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90474287	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90474295	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90474309	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90474317	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90475135	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90475755	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90475763	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90475933	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477146	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477154	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477162	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477170	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477774	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477782	Consolidado	01/09/2020	31/03/2021	30/11/2020	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90479483	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90479564	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481135	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481143	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481151	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481160	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481178	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481186	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482174	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482182	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482557	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482565	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482573	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482581	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482590	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482603	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90483103	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90483111	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90485564	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90485572	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90485580	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487435	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487443	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487451	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487460	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487478	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487486	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487494	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487508	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487516	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487532	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487699	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487702	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90488407	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90488415	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90489250	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90489268	Consolidado	01/11/2020	31/03/2021	31/01/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90490436	Consolidado	01/01/2021	31/03/2021	31/03/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90490444	Consolidado	01/01/2021	31/03/2021	31/03/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90491238	Consolidado	01/01/2021	31/03/2021	31/03/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90492803	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90492811	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493117	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493125	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493281	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493290	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493648	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90494970	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90494989	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90494997	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90495004	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90496280	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90496990	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90497171	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499000	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499557	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499565	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499573	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499581	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499590	Consolidado	01/03/2021	31/03/2021	31/05/2021	Inativado por Alteração
