Competência	Código da terminologia	Nome da terminologia	Código do Termo	Termo	Data de início de vigência	Data de fim de vigência	Data de fim de implantação	Tipo de Ação
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40402231	Material descartável contendo kit para sistema integrado de FEC e solução fotossensibilizante	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40404552	Controle bacteriológico para concentrado de plaquetas	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40404560	Pesquisa de anticorpos séricos irregulares antieritrocitários - método de eluição - gel teste	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41301579	Tonometria - binocular - indicação específica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41301587	Gonioscopia - binocular - indicação específica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41301595	Mapeamento de retina - monocular - indicação específica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41401743	Teste de integridade do implante coclear unilateral	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41501330	Paquimetria ultrassônica - monocular - indicação específica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41501349	Biometria ultrassônica (Ecobiometria) - monocular - indicação específica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101279	Potencial evocado eletricamente no sistema auditivo central	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101350	Programação de dispositivos neurofuncionais	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101406	Acompanhamento clínico ambulatorial pós-cirurgia fistulizante antoglaucomatosa - por avaliação do 11º ao 30º dia, até três avaliações	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30312140	Fármaco modulação com anti-angiogênico para retinopatia diabética e obstrução venosa retiniana	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30918057	Punção do saco pericárdico com introdução de cateter multipolar no espaço pericárdico	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30918065	Punção transeptal com introdução de cateter multipolar nas câmaras esquerdas e/ou veias pulmonares 	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31303358	Histerectomia total - via vaginal	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31303366	Histeroscopia com ressectoscópio para miomectomia	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31309283	Cerclagem do colo uterino via abdominal	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31309291	Cerclagem do colo uterino via laparoscópica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40401030	Exsanguíneo  transfusão	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40401049	Transfusão fetal intra-uterina	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40401057	Aférese para paciente ABO incompatível	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40402185	Operação de processadora automática de sangue em aférese	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40402193	Operação de processadora automática de sangue em autotransfusão intra-operatória	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40402207	Depleção de plasma em TCTH alogênicos com incompatibilidade ABO menor	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40402215	Sedimentação de hemácias em Transplante de Células-Tronco Hematopoéticas (TCTH) alogênicos com incompatibilidade ABO maior	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40809196	Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RM (não inclui o exame de base)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40809200	Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RX (não inclui o exame de base)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40809218	Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por TC (não inclui o exame de base)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40809226	Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por US (não inclui o exame de base)	01/08/2021		31/10/2021	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	221205	Biomédico	01/08/2021		31/07/2022	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	224105	Avaliador físico	01/08/2021		31/07/2022	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	224110	Ludomotricista	01/08/2021		31/07/2022	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	224115	Preparador de atleta	01/08/2021		31/07/2022	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	224120	Preparador físico	01/08/2021		31/07/2022	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	224125	Técnico de desporto individual e coletivo (exceto futebol)	01/08/2021		31/07/2022	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	224130	Técnico de laboratório e fiscalização desportiva	01/08/2021		31/07/2022	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	224135	Treinador profissional de futebol	01/08/2021		31/07/2022	Incluído
Julho/2021	24	Terminologia do código brasileiro de ocupação (CBO)	226305	Musicoterapeuta	01/08/2021		31/07/2022	Incluído
Julho/2021	26	Terminologia de conselho profissional	11	Conselho Regional de Biologia (CRBio)	01/08/2021		31/07/2022	Incluído
Julho/2021	26	Terminologia de conselho profissional	12	Conselho Regional de Biomedicina (CRBM)	01/08/2021		31/07/2022	Incluído
Julho/2021	26	Terminologia de conselho profissional	13	Conselho Regional de Educação Física (CREF)	01/08/2021		31/07/2022	Incluído
Julho/2021	26	Terminologia de conselho profissional	14	Conselho Regional de Medicina Veterinária (CRMV)	01/08/2021		31/07/2022	Incluído
Julho/2021	26	Terminologia de conselho profissional	15	Conselho Regional de Técnicos em Radiologia (CRTR)	01/08/2021		31/07/2022	Incluído
Julho/2021	38	Terminologia de mensagens (glosas,  negativas e outras)	3160	Time Out - tente novamente	01/08/2021		31/07/2022	Incluído
Julho/2021	38	Terminologia de mensagens (glosas,  negativas e outras)	3161	Prazo de envio fora do período contratual acordado entre as partes	01/08/2021		31/07/2022	Incluído
Julho/2021	38	Terminologia de mensagens (glosas,  negativas e outras)	3162	Código do protocolo não encontrado	01/08/2021		31/07/2022	Incluído
Julho/2021	38	Terminologia de mensagens (glosas,  negativas e outras)	3163	Não necessita de imagem	01/08/2021		31/07/2022	Incluído
Julho/2021	38	Terminologia de mensagens (glosas,  negativas e outras)	3164	Arquivo enviado não é de imagem	01/08/2021		31/07/2022	Incluído
Julho/2021	38	Terminologia de mensagens (glosas,  negativas e outras)	3165	Arquivo de imagem corrompido	01/08/2021		31/07/2022	Incluído
Julho/2021	38	Terminologia de mensagens (glosas,  negativas e outras)	3166	Arquivo enviado excede o tamanho máximo permitido	01/08/2021		31/07/2022	Incluído
Julho/2021	40	Terminologia de origem da guia	5	Prestador eventual	01/08/2021		31/07/2022	Incluído
Julho/2021	50	Terminologia de Tipo de Atendimento	05	Exame Ambulatorial	10/11/2005	31/07/2022	10/11/2005	Inativado por alteração
Julho/2021	50	Terminologia de Tipo de Atendimento	05	Exame	01/08/2021		10/11/2005	Alterado
Julho/2021	50	Terminologia de Tipo de Atendimento	06	Atendimento Domiciliar	10/11/2005	31/07/2022	10/11/2005	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	07	Internação	10/11/2005	31/07/2022	10/11/2005	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	11	Pronto Socorro 	10/10/2012	31/07/2022	30/11/2013	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	14	Saúde Ocupacional - Admissional	01/12/2013	31/07/2022	31/08/2014	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	15	Saúde Ocupacional - Demissional	01/12/2013	31/07/2022	31/08/2014	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	16	Saúde Ocupacional - Periódico	01/12/2013	31/07/2022	31/08/2014	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	17	Saúde Ocupacional - Retorno ao trabalho	01/12/2013	31/07/2022	31/08/2014	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	18	Saúde Ocupacional - Mudança de função	01/12/2013	31/07/2022	31/08/2014	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	19	Saúde Ocupacional - Promoção a saúde	01/12/2013	31/07/2022	31/08/2014	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	20	Saúde Ocupacional - Beneficiário novo	01/12/2013	31/07/2022	31/08/2014	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	21	Saúde Ocupacional - Assistência a demitidos	01/12/2013	31/07/2022	31/08/2014	Inativado
Julho/2021	50	Terminologia de Tipo de Atendimento	22	TELESSAÚDE	03/04/2020	31/07/2022	03/04/2020	Inativado
Julho/2021	56	Terminologia de natureza da guia	3	Recurso de glosa	01/08/2021		31/07/2022	Incluído
Julho/2021	69	Terminologia de versão do componente de comunicação do padrão	023	04.00.00	01/08/2021		31/07/2022	Incluído
Julho/2021	75	Terminologia de Cobertura especial	01	Gestante	01/08/2021		31/07/2022	Incluído
Julho/2021	75	Terminologia de Cobertura especial	02	Pré-operatório	01/08/2021		31/07/2022	Incluído
Julho/2021	75	Terminologia de Cobertura especial	03	Pós-operatório	01/08/2021		31/07/2022	Incluído
Julho/2021	76	Terminologia de Regime de atendimento	01	Ambulatorial	01/08/2021		31/07/2022	Incluído
Julho/2021	76	Terminologia de Regime de atendimento	02	Domiciliar 	01/08/2021		31/07/2022	Incluído
Julho/2021	76	Terminologia de Regime de atendimento	03	Internação	01/08/2021		31/07/2022	Incluído
Julho/2021	76	Terminologia de Regime de atendimento	04	Pronto-socorro	01/08/2021		31/07/2022	Incluído
Julho/2021	76	Terminologia de Regime de atendimento	05	TELESSAÚDE	01/08/2021		31/07/2022	Incluído
Julho/2021	77	Terminologia de Saúde ocupacional	01	Admissional	01/08/2021		31/07/2022	Incluído
Julho/2021	77	Terminologia de Saúde ocupacional	02	Demissional	01/08/2021		31/07/2022	Incluído
Julho/2021	77	Terminologia de Saúde ocupacional	03	Periódico	01/08/2021		31/07/2022	Incluído
Julho/2021	77	Terminologia de Saúde ocupacional	04	Retorno ao trabalho	01/08/2021		31/07/2022	Incluído
Julho/2021	77	Terminologia de Saúde ocupacional	05	Mudança de função	01/08/2021		31/07/2022	Incluído
Julho/2021	77	Terminologia de Saúde ocupacional	06	Promoção à saúde	01/08/2021		31/07/2022	Incluído
Julho/2021	78	Terminologia de Tipo de Pagamento	1	Inicial	01/08/2021		31/07/2022	Incluído
Julho/2021	78	Terminologia de Tipo de Pagamento	2	Recurso	01/08/2021		31/07/2022	Incluído
Julho/2021	79	Terminologia de Modelos de Remuneração entre Operadoras e Prestadores	01	Por procedimento (Fee for Service)	01/08/2021		31/07/2022	Incluído
Julho/2021	79	Terminologia de Modelos de Remuneração entre Operadoras e Prestadores	02	Pacote	01/08/2021		31/07/2022	Incluído
Julho/2021	79	Terminologia de Modelos de Remuneração entre Operadoras e Prestadores	03	Orçamentação	01/08/2021		31/07/2022	Incluído
Julho/2021	79	Terminologia de Modelos de Remuneração entre Operadoras e Prestadores	04	Capitation (capitação)	01/08/2021		31/07/2022	Incluído
Julho/2021	79	Terminologia de Modelos de Remuneração entre Operadoras e Prestadores	05	DRG	01/08/2021		31/07/2022	Incluído
Julho/2021	79	Terminologia de Modelos de Remuneração entre Operadoras e Prestadores	06	Bundle baseado em episódio	01/08/2021		31/07/2022	Incluído
Julho/2021	79	Terminologia de Modelos de Remuneração entre Operadoras e Prestadores	07	Bundle por condição clínica	01/08/2021		31/07/2022	Incluído
Julho/2021	80	Terminologia  de formato do documento	01	JPG ou JPEG	01/08/2021		31/07/2022	Incluído
Julho/2021	80	Terminologia  de formato do documento	02	PDF	01/08/2021		31/07/2022	Incluído
Julho/2021	80	Terminologia  de formato do documento	03	PNG	01/08/2021		31/07/2022	Incluído
Julho/2021	80	Terminologia  de formato do documento	04	TIFF	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	1	Comprovante de elegibilidade	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	2	Laudo do profissional de saúde	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	3	Pedido do profissional de saúde	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	4	Relatório do profissional de saúde	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	5	Prescrição do profissional de saúde	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	6	Comprovante de comparecimento (assinatura)	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	7	Embalagem/rótulo de materiais e/ou medicamentos	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	8	Comprovante de entrega de medicamentos	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	9	Notas fiscais	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	10	Boletim anestésico	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	11	Selos hemoterápicos	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	12	Exames de imagem	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	13	Exames de análises clínicas	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	14	Termo de consentimento	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	15	Guia de cobrança de taxa	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	16	Autorização prévia 	01/08/2021		31/07/2022	Incluído
Julho/2021	81	Terminologia  de Tipo do documento	17	Relatório de Auditoria	01/08/2021		31/07/2022	Incluído
Julho/2021	87	Terminologias unificadas da saúde suplementar	75	Cobertura especial	01/08/2021		31/07/2022	Incluído
Julho/2021	87	Terminologias unificadas da saúde suplementar	76	Regime de atendimento	01/08/2021		31/07/2022	Incluído
Julho/2021	87	Terminologias unificadas da saúde suplementar	77	Saúde ocupacional	01/08/2021		31/07/2022	Incluído
Julho/2021	87	Terminologias unificadas da saúde suplementar	78	Tipo de Pagamento	01/08/2021		31/07/2022	Incluído
Julho/2021	87	Terminologias unificadas da saúde suplementar	79	Modelos de Remuneração entre Operadoras e Prestadores	01/08/2021		31/07/2022	Incluído
Julho/2021	87	Terminologias unificadas da saúde suplementar	80	Formato do documento	01/08/2021		31/07/2022	Incluído
Julho/2021	87	Terminologias unificadas da saúde suplementar	81	Tipo do documento	01/08/2021		31/07/2022	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101252	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101260	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101295	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101422	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30303117	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30310130	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30404169	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30404185	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30602459	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30912326	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	30912334	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31004350	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31104304	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31303331	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31309240	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	31401414	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40103919	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40103927	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40202801	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40202810	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40202828	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40202836	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40314570	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40314588	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40314596	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40314600	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40314626	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40317498	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324656	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324664	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324672	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324680	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324699	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324702	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324710	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324729	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324737	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324745	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324753	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40324761	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40402223	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40404579	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503860	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503879	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503887	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503895	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503909	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503917	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503925	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503933	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503941	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40503950	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40708136	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40710122	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40808319	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40808327	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40812162	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40814181	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40814190	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40814203	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40814211	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40814238	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40901777	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40901785	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40901807	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40901815	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40901831	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	40901840	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41301560	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41501276	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41501284	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41501292	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41501306	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41501314	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	41501322	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	10106162	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101244	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101287	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101309	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101317	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101325	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101333	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101341	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101368	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101376	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101384	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101392	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101414	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101430	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101449	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20101457	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20102151	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20102160	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20102178	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20104456	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20104472	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20104499	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20104502	Individualizado	01/08/2021		31/10/2021	Incluído
Julho/2021	64	Terminologia de Forma de Envio de Dados para a ANS	20201150	Individualizado	01/08/2021		31/10/2021	Incluído
